,es,en
1259,"Yo misma, señora Presidenta, nunca he hablado de esto en esta Asamblea. Sólo el día que ETA declaró la tregua le di la bienvenida como esperanza para todo el pueblo vasco y para toda España y Europa.","Madam President, I have never spoken of this here apart from on the day that ETA declared the cease-fire which I welcomed as a ray of hope for all Basque people and for the whole of Spain and Europe."
1260,Es la única vez que he hablado de ello. Pero hoy tengo que hacerlo y lo hago de corazón.,This was the only time I had spoken of my husband' s death but I must do so again today and I do it willingly.
1261,"Yo nací en Alemania, señora Presidenta, fui educada en Suecia y me casé con un español.","Madam President, I was born in Germany, educated in Sweden and married to a Spaniard."
1262,"Sé lo que es la democracia porque he tenido la ventaja de crecer en un país como Suecia, que tenía una larga tradición democrática.",I know what democracy is because I had the good fortune to grow up in a country like Sweden which has a long democratic tradition.
1263,"Llegué al País Vasco con toda mi buena voluntad de integración y, a pesar de lo que me ha ocurrido, sigo convencida de que algún día el País Vasco va a tener la paz deseada, porque a los que piensan que hay conflicto en el País Vasco les digo que el único conflicto que tiene el País Vasco se llama ETA, y tiene que desaparecer.","I arrived in the Basque Country keen to integrate and, despite what has happened to me, I am convinced that some day the Basque Country will achieve the peace it desires. To those who believe that there is conflict in the Basque Country, I would say that the only conflict in the Basque Country goes by the name of ETA and must be eliminated."
1264,De lo demás ya hablaremos.,"As for the other problems, we can talk about these."
1265,(Aplausos fuertes y prolongados),(Loud and sustained applause)
1266,"Lo demás lo resolveremos los demócratas exponiendo todas las ideas, porque hay libertad de expresión en el País Vasco, hay libertad de voto, hay libertad.","We democrats can solve the other problems by allowing everyone to put forward their ideas, because freedom of expression, free elections and freedom in general do exist in the Basque Country."
1267,Lo único que coarta esta libertad es ETA.,The only restriction on this freedom is ETA which must therefore be eliminated.
1268,Que desaparezca ETA y que hablen los demócratas.,Then we democrats can talk.
1269,(Grandes aplausos),(Loud applause)
1270,"Señor Presidente, Señorías, la pasión y la convicción de nuestro colega Giorgos Katiforis le ha impedido hacer lo que es normal en la presentación por parte de un ponente, que es defender el informe que se presenta en el Pleno.","Mr President, Mr Katiforis' passion and conviction have prevented him from carrying out the usual task of a rapporteur in plenary which is to defend his report."
1271,"Él no lo ha hecho. Ha defendido su posición, que no fue la que recibió la aprobación de la comisión.",Instead he has defended his own position which was not the one approved in committee.
1272,Tenemos puntos de vista claramente diferenciados. Uno de ellos es que nosotros pensamos que podemos ver la evolución de la economía europea con confianza.,"We clearly have different views, one of which is that we believe the development of the European economy can be regarded with confidence."
1273,"Ayer, el Comisario Solbes, en una intervención en la Comisión de Asuntos Económicos, nos señalaba que precisamente las perspectivas para este año y el año que viene para la economía europea son excelentes.","Yesterday, when speaking to the Committee on Economic and Monetary Affairs, Commissioner Solbes specifically indicated that the prospects for this year and next for the European economy are excellent."
1274,"Es más, se citaron algunos Estados cuyo problema es qué hacer ya con el superávit público.","Moreover, several countries were mentioned whose problem is what to do with the public surplus."
1275,"Los problemas que se plantean son, por ejemplo, escoger entre reducir impuestos o reducir el déficit público, evitar, evidentemente, el incremento de precios, o -para entendernos- hacer una reserva especial para afrontar las posibles contingencias en que la asistencia social pueda ser necesaria, dada la evolución demográfica de la Unión Europea.","They are having to choose, for example, between reducing taxes or reducing the public deficit, but clearly avoiding any price rises, or - so there is no misunderstanding - creating a special reserve for future situations in which welfare may be needed, given the EU' s population growth."
1276,"Nosotros nos inclinamos a creer que hay una sólida base para este crecimiento económico en la Unión, ahora y en los próximos años, y que hemos de tener en cuenta que estamos en una economía abierta, globalizada y muy competitiva.","We are inclined to believe that a solid basis exists for this economic growth in the Union, now and in the coming years. It must be taken into account that we have an open, globalised and very competitive economy."
1277,"Si queremos alcanzar el liderazgo de los Estados Unidos, e incluso tomar el relevo, lo que hay que hacer es evitar el intervencionismo que proponía inicialmente el Sr. Katiforis, evitar una excesiva intervención por parte de los poderes públicos en la construcción de algunas infraestructuras.","In order to reach and even overtake the leading position of the United States of America, we must avoid interventionism, as proposed initially by Mr Katiforis, and also excessive intervention by the public authorities in the construction of certain infrastructures."
1278,"Por otra parte, los Estados miembros se han negado a ofrecer más recursos cuando discutimos la Agenda 2000, o sea que, a nivel de la Unión Europea, durante los próximos años, poco podemos tener disponible.","Furthermore, the Member States refused to contribute more funds when we discussed Agenda 2000 which means that there will be little available over the next few years at Union level."
1279,"En cambio, sí que insistimos en la necesidad de continuar profundizando en la construcción del mercado interior europeo, que aún presenta serias lagunas.","However, we must stress the need to continue developing the construction of the European internal market which still has some serious flaws."
1280,"Aún hay sectores, como el del transporte aéreo, el energético, el de las telecomunicaciones, en que, si comparamos el coste unitario con respecto a los Estados Unidos o a otros países igualmente competitivos a nivel internacional, resulta que el coste que soportan nuestras empresas es aún muy elevado.","There are still sectors such as air transport, energy and telecommunications in which, if we compare our unit cost with that of the USA or other countries which are equally competitive at international level, the cost supported by our companies is very high."
1281,"Este informe contiene un dato según el cual, para la creación de una nueva empresa, el coste burocrático en los Estados Unidos es de 500 euros y en la Unión Europea, como media, es de 1.600.","This report contains information which shows that in order to create a new company the bureaucratic cost in the USA is EUR 500 and in the European Union, on average, it is EUR 1 600."
1282,"Por lo tanto, aún hay excesiva burocracia y excesiva intervención.",We therefore still have too much bureaucracy and intervention.
1283,"Nosotros creemos que, cumpliendo los acuerdos de rigor que se establecen con los programas que siguen el pacto de estabilidad y profundizando en la creación de un mercado con menos trabas en todos los niveles, es precisamente cuando alcanzaremos los niveles de competitividad que necesita la Unión Europea.",It is only by complying with the essential agreements established with the programmes following on from the stability pact and by developing a market with less obstacles at all levels that we will reach the levels of competitiveness required by the European Union.
1284,.,.
1285,"Señor Presidente, Señorías. En primer lugar quiero agradecer a la Asamblea el trabajo realizado.","Mr President, ladies and gentlemen, firstly I must thank this House for its serious and detailed work."
1286,Creo que se ha trabajado con seriedad y profundidad. Es cierto que las audiencias de expertos y los debates en comisión nos han permitido recibir información adicional de gran calidad.,There is no doubt that the hearings of experts and the debates in committee have provided us with additional high-quality information.
1287,Es cierto también que a lo largo del debate de esta tarde hemos podido percibir discrepancias importantes en cuanto a las políticas posibles.,"There is also no doubt that, throughout the debate this afternoon, we have heard differing opinions about the possible policies."
1288,"Sin embargo, también creo ver algunos elementos de consenso.","However, I believe that there are also some elements of consensus."
1289,Creo que todos estamos de acuerdo en que la coyuntura económica en estos momentos es buena.,We all agree that the current economic conjuncture is good.
1290,"Estamos de acuerdo en intentar avanzar y aprovechar este momento para mejorar las circunstancias, en conseguir una clara mejora del empleo.",We also agree about trying to further and benefit from this situation in order to improve conditions and about aiming for a definite improvement in employment.
1291,"Sobre estos temas querría hacer algún comentario rápido para centrarme en el último punto, que me parece el sustancial en el debate de hoy.",I will briefly comment on these issues before concentrating on the last point which I regard as the essential issue in today' s debate.
1292,Ayer -algunos de ustedes ya lo han comentado- la Comisión de Asuntos Económicos hizo referencia a la mejora de situación de la economía en Europa.,"Yesterday, as some of you have noted, the Committee on Economic and Monetary Affairs referred to the improvement in the economic situation in Europe."
1293,"En estos momentos podemos pensar que esa mejora, que ya pusimos de relieve en las perspectivas en el mes de noviembre, puede darnos incluso mejores resultados que los inicialmente previstos.","We currently believe that this improvement, which we highlighted in the perspectives in November, may lead to even better results than initially forecast."
1294,El crecimiento del empleo sigue a buen ritmo.,Employment is growing at a good rate.
1295,"Es cierto que consideramos que la inflación, a pesar de las cifras de ayer, es un tema que hay que seguir -hemos alcanzado hacia el 2 por ciento en las últimas cifras de diciembre-, pero no es menos cierto que la inflación subyacente nos pone de relieve que las tensiones inflacionistas son debidas a algunos elementos muy individualizados, como la subida del precio del petróleo y, por supuesto, la evolución del tipo de cambio.","Despite yesterday' s figures, we certainly consider that the fact that inflation was around 2% in December shows that this is an issue which must be pursued. However, the rate of underlying inflation demonstrates that the inflationist tendencies are due to certain very specific elements such as the rise in oil prices and exchange rate developments."
1296,"Cuando presentamos nuestro informe, ya hacíamos referencia a los riesgos que podía tener el crecimiento.","When we submitted our report, we referred to the risks posed by growth."
1297,"Pusimos de relieve básicamente la posibilidad de encontrar dificultades en el crecimiento americano y, por lo tanto, en otras zonas del mundo y de un cierto rebrote en la inflación.","We basically highlighted the possibility of encountering difficulties in terms of growth in the USA, and therefore in other parts of the world, and of a sudden rise in inflation."
1298,"Este elemento de rebrote de la inflación puede ser especialmente significativo si acaba generando una inflación de costes, por eso siempre hablamos de la necesidad de una política salarial compatible con las definiciones de inflación que queramos plantear.",This latter issue may be particularly significant if it causes cost-push inflation. This is why we are continuing to talk about the need for a wages policy compatible with the definitions of inflation which we want to establish.
1299,"El Parlamento, en sus análisis, ha puesto de relieve otro tema: la evolución del riesgo de los mercados bursátiles.",Parliament' s analysis has highlighted another issue which is the development of risk in the stock markets.
1300,"Desde el punto de vista de la Comisión es significativo, aunque no creemos que sea el problema sustancial.",The Commission regards this as significant although we do not believe that this is the basic problem.
1301,"En todo caso, querría resaltar que en estos momentos tenemos unas oportunidades excelentes para hacer más cosas.","Anyway, we currently have some excellent opportunities to do more."
1302,"Creo que estamos todos de acuerdo en que, después de una década de un muy débil crecimiento y de un desempleo intolerable, hay algunas cosas por hacer.","We all agree that, after a decade of very weak growth and intolerable unemployment, certain action must be taken."
1303,Hay falta de inversión pública y privada.,We need public and private investment.
1304,"Nuestros niveles de investigación y desarrollo son demasiado bajos en comparación con nuestros competidores y tenemos una baja tasa de empleo que refleja, entre otros factores, los desajustes en nuestro mercado laboral.","Our levels of research and development are too low compared with our competitors and our low level of employment reflects, among other factors, the imbalances in our labour market."
1305,"Nuestro objetivo debe ser, por tanto, hacer de esta reactivación económica un período duradero, de fuerte crecimiento y creación de empleo.",Our aim must therefore be to make this reactivation of the economy long-lasting with strong growth and job creation.
1306,"La creación de empleo sigue siendo el objetivo fundamental de la Comisión, tal como lo hemos reflejado en el documento Prodi, que se ha enviado para su debate en la Cumbre de Lisboa, en la medida en que apostamos por un pleno empleo a medio plazo.","The latter element continues to be the Commission' s fundamental objective, as we indicated in the Prodi document submitted for your debate at the Lisbon Summit, in that we are aiming for full employment in the medium term."
1307,¿Qué política debemos poner en marcha para conseguir estos objetivos?,What policy should we use to achieve these objectives?
1308,"En nuestra opinión la Unión vive una situación de reactivación económica, pero todavía hay capacidades de producción no utilizadas.","In our opinion, the Union' s economy is reactivating but we still have idle production capacity, not only in terms of physical capital but also new sources of jobs."
1309,"No sólo la utilización de capital físico sino también, sobre todo, los nuevos yacimientos de empleo.",The policy mix to be applied should specifically allow this capacity to be fully absorbed.
1310,El policy mix que pongamos en marcha tendría que permitir precisamente la plena absorción de estas capacidades.,We must define a macro-economic policy which aids growth.
1311,Tenemos que definir una política macroeconómica que ayude al crecimiento.,This is not an expansionist policy in the sense of growth for growth' s sake.
1312,"Es verdad que no se trata de una política expansionista en el sentido de crecer por crecer; sencillamente es una política presupuestaria que pueda ser coherente con una estabilidad de precios, pero que nos permita además una política monetaria adecuada que facilite el crecimiento.",It is simply a budgetary policy which can be coherent with price stability but which also allows us to have an appropriate monetary policy which contributes to growth.
1313,Y ese policy-mix será sin duda bueno para la inversión y facilitará el crecimiento.,This policy mix will undoubtedly be good for investment and will lead to growth.
1314,"El crecimiento potencial de la Unión, en nuestra opinión, debe prestar especial atención a algunos factores. Creo que en la mayor parte de ellos coincidimos con el análisis llevado a cabo por el Parlamento.","The EU' s potential for growth must pay particular attention to certain factors, on most of which I believe we agree with Parliament' s analysis."
1315,"En primer lugar, es imprescindible facilitar la inversión privada.","Firstly, private investment must be assisted."
1316,"La Unión debe contribuir a fomentar el espíritu de empresa y a generar empleo por esa vía, pero no se debe olvidar la inversión pública.","The Union must help to promote the spirit of enterprise and to generate employment in this way, but without forgetting public investment."
1317,"La inversión pública ha sido el gran pagano de estos últimos años y una mejora de las finanzas públicas debe permitirnos claramente una mejora de la inversión pública, que debe hacerse, sin embargo, respetando nuestros compromisos de consolidación fiscal.","This has been the major victim in recent years and any improvements in public finances must lead to improvements in public investment. However, this must be carried out with respect for our tax consolidation commitments."
1318,Nuestra gran apuesta de futuro debe ser por la investigación y el desarrollo y por el capital humano.,Our main support in the future must be for research and development and human capital.
1319,Estos son dos de los grandes retos que tenemos para Lisboa.,These are two of the principal challenges for the Lisbon Summit.
1320,"Creemos fundamental avanzar en estos retos con objetivos cuantificados, con definiciones específicas que nos permitan al final lo que todos pretendemos: unas claras mejoras de productividad que hagan posible un crecimiento mayor en nuestra sociedad, con un crecimiento del empleo que reduzca parte de la distancia que hemos perdido estos últimos años.","It is essential that we tackle these challenges with quantified objectives and specific definitions. This will ultimately allow us to achieve our goal of clear improvements in productivity, thus enabling our society to grow, together with a rise in employment which will go some way towards making up the ground lost in recent years."
1321,Esa es la política que como Comisión hemos defendido y que seguiremos defendiendo en Lisboa.,This is the policy which the Commission has defended and will continue to defend in Lisbon.
1322,"Señor Presidente, creo que debemos coincidir plenamente con la afirmación que hace la Sra. Attwooll al comienzo de su excelente informe de que estas dos propuestas de la Comisión, destinadas a conocer mejor la situación científica y socioeconómica del sector pesquero, llega en un momento crítico.",") Mr President, I believe we totally agree with Mrs Attwooll' s statement at the beginning of her excellent report that these two Commission proposals, intended to shed more light on the scientific and socio-economic situation of the fisheries sector, come at a critical time."
1323,La recopilación exhaustiva de datos que se propone y su adecuado tratamiento serán elementos de gran valor para abordar con más rigor la revisión de la Política Pesquera Común.,The proposed exhaustive collection of data and the appropriate management of this data will be very valuable in helping to tackle the revision of the common fisheries policy in a more rigorous manner.
1324,"Todo ello -claro- si los datos se obtienen finalmente. Porque, como también apunta muy certeramente nuestra ponente, la propuesta de la Comisión no contiene ningún elemento de obligatoriedad hacia los Estados miembros.","This will only be true, of course, if the data can actually be obtained because, as rightly pointed out by our rapporteur, the Commission' s proposal does not establish any element of compulsion on the Member States."
1325,"El envío o no de los datos es totalmente voluntario, y su no presentación sólo significará que no se obtendrá una determinada compensación económica, que, por otra parte, tampoco es demasiado alta.","The sending of data is completely voluntary and failure to do so will only mean that certain financial assistance, which is not very significant anyway, will not be received."
1326,"Con la experiencia que tenemos sobre la presentación de datos en el sector pesquero -y a los informes sobre el cumplimiento de los POP me remito-, creo que nos vamos a encontrar, en vez de con un cuadro completo sobre la situación del sector, con un panorama de confusión, en el que unos Estados miembros darán, por ejemplo, datos científicos pero no sobre el empleo, mientras que otros los darán sobre el empleo pero no sobre la situación de los recursos, según puedan -o quieran- obtenerlos y transmitirlos.","In view of our experience of the submission of data in the fisheries sector, as evidenced by the reports on compliance with the MAGPs, I believe that instead of obtaining a full picture of the situation in the sector, we will end up with total confusion. For example, some Member States will provide scientific data but not employment data while others will provide data on employment but none on the situation of resources, according to whether they can or want to obtain and send this data."
1327,"Y, por supuesto, mucho me temo que habrá quien prefiera no obtener financiación, si con ello puede seguir ocultando su mala gestión, lo que ya hemos visto incluso en casos en que el envío de dichos datos era obligatorio, como en el mencionado caso de los POP.","I am very much afraid that some will prefer to receive no financing rather than reveal their poor management. This has already been seen in cases where the sending of this data was compulsory, as with the MAGPs."
1328,"Asumida esta carencia -que me parece la más grave-, el informe de la Comisión de Pesca mejora la propuesta en algunos puntos interesantes, sobre todo con las sugerencias de la ponente sobre plazos de presentación más razonables y la petición de un seguimiento por parte de la Comisión.","In view of this problem, which seems to me to be the most serious, the Fisheries Committee report improves the proposal in certain important points, particularly with the rapporteur' s suggestion of more reasonable submission deadlines and the request for monitoring by the Commission."
1329,"Por parte de mi Grupo, hemos incluido lo que yo creo que son dos peticiones razonables.",My Group has included two reasonable requests.
1330,"La primera, que para una serie de datos cuya recopilación, en ciertos casos, podría ser interminable sirvan los procedentes de estudios y muestreo; la segunda, que se eliminen de la propuesta de la Comisión datos estrictamente referidos a la fiscalidad de las empresas, teniendo en cuenta, además, que estos datos de tipo fiscal no son de competencia comunitaria.","The first is that data originating from studies and samples should be used as a source of data whose collection could otherwise be interminable. The second is that the requirement for data referring strictly to the taxation of enterprises should be removed from the Commission' s proposal, bearing in mind that this tax data does not come within the Community competence."
1331,"Con todo ello, creo que el informe resulta muy oportuno y pido, en nombre de mi Grupo, su aprobación.","As a result, this report is very satisfactory and, on behalf of my Group, I therefore ask for its approval."
1332,"- Señor Presidente, los informes de nuestra colega, la Sra. Attwooll, revisten gran importancia, como la tiene el hecho mismo de poder disponer del mayor número posible de datos sobre los sectores pesqueros de los Estados miembros, máxime cuando está en puertas la obligación de la Comisión de elaborar un informe sobre la revisión de la Política Pesquera Común, en el año 2002.","Mr President, Mrs Attwooll' s reports are extremely important as indeed is the prospect of having as much data as possible on the fisheries sectors of the Member States. This is particularly true given that the Commission must soon prepare a report on the revision of the common fisheries policy in the year 2002."
1333,"No obstante, el hecho de que estas obligaciones de actualización y envío de datos sean meramente facultativas y versen sobre datos y sectores muy diferenciados entre sí, puede distorsionar el objetivo final de la propuesta de la Comisión.","However, the fact that the updating and sending of data are purely optional and that this involves a very wide range of data and sectors may distort the final objective of the Commission' s proposal."
1334,"Así se puso de manifiesto -como se ha señalado ya aquí- en el marco de los POP, de lo que se derivó un grave perjuicio para los países que estrictamente los cumplieron y facilitaron los correspondientes datos a la Comisión, frente a aquellos otros, incumplidores, o que simplemente no los facilitaron.","This has happened, as previously mentioned, with the MAGPs. These have seriously prejudiced the countries which have strictly complied with them and provided the corresponding data to the Commission, compared with other countries which have failed to comply or simply not provided the data."
1335,Es preciso señalar además que no todos los Estados miembros disponen del mismo número de datos.,It should be pointed out that not all the Member States have the same amount of data.
1336,"Algunos tienen distintos sectores y, a la vista del volumen de datos que tienen que transmitir, podrían salir perjudicados frente a los que tienen menos volumen si se les ponen los mismos plazos.","Some have different sectors and, in view of the volume of data to be sent, could be prejudiced compared with those which have a smaller volume of data, if the same deadlines are set."
1337,"Por lo tanto, es necesario modular, a nuestro juicio, estos plazos de entrega.",These deadlines for submission must therefore be staggered accordingly.
1338,"Muchos de estos datos revisten también carácter confidencial, como se ha subrayado aquí también, al afectar a la propia competitividad de los sectores implicados y a sus empresas.","Much of this data is confidential, as has also been mentioned, which could affect the competitiveness of the sectors involved and their enterprises."
1339,"Es preciso, por tanto, actuar con mucha prudencia en este campo y garantizar la confidencialidad de estos datos.",We must therefore act very carefully in this area and guarantee the confidentiality of this data.
1340,"Algunos de ellos son improcedentes, como se ha señalado también, por ejemplo aquellos que hacen referencia a la fiscalidad de las empresas.",Some of the data is also irrelevant such as that referring to the taxation of enterprises.
1341,"En cualquier caso y puesto que no quiero extenderme mucho, señor Presidente, al ser consciente de las dificultades del tiempo, quiero felicitar a nuestra ponente, la Sra. Attwooll, por la importante labor que ha realizado en el seno de nuestra comisión.","Finally, Mr President, as I must be brief given the time constraints, I must congratulate our rapporteur, Mrs Attwooll, on the important work which she has carried out within our committee."
1342,"Señor Presidente, nos encontramos ante una propuesta que trata de incorporar a la normativa comunitaria una recomendación del CICAA -como se ha dicho, del año 1998-, que debería ser vinculante desde junio de 1999 y que sólo ha llegado al Parlamento a finales del pasado año.","Mr President, this proposal aims to incorporate into Community law an ICCAT recommendation from 1998 which should have been binding from June 1999, but which only reached this House at the end of last year."
1343,La pereza legislativa de la Comisión en algunos temas no debería sorprendernos si no fuera porque nos encontramos ante la recomendación de una de las más importantes organizaciones internacionales de pesca para la protección de un recurso tan amenazado como es el atún.,"The Commission' s legislative delay on certain issues should not surprise us, but for the fact that this is a recommendation from one of the most important international fisheries organisations on the protection of such a threatened resource as tuna."
1344,"El Mediterráneo, y en particular alguna de sus zonas, es un área de reproducción importantísima para el atún rojo, de enorme valor comercial.","The Mediterranean, particularly in some zones, is an extremely important spawning area for the bluefin tuna which is of enormous commercial value."
1345,"Por ello, CICAA recomendó esta zona de veda en el mar Adriático y endureció las condiciones para la captura de ejemplares de edad cero.",This is why ICCAT recommended this closed zone in the Adriatic and toughened the conditions for catching zero-age fish.
1346,"Como bien dice el ponente, ambas medidas están total y ampliamente justificadas, por lo que no queda más remedio que pedir su aprobación.","As rightly said by the rapporteur, both measures are totally and fully justified which is why we have no alternative but to ask for their approval."
1347,Pero coincido también con el Sr. Gallagher cuando se obligado a expresar su frustración por la tardanza de la Comisión en poner en marcha su maquinaria y convertir las recomendaciones en normativa comunitaria.,"However, I also agree with Mr Gallagher who felt bound to indicate his frustration at the tardiness of the Commission in getting into gear and transforming the recommendations into Community law."
1348,"Aún esperamos, por ejemplo, la propuesta de reglamento sobre la prohibición de importar atún rojo de Honduras y Belice, recomendación que es del año 1996.","We are, for example, still waiting for the proposal for a regulation on banning the import of bluefin tuna from Honduras and Belize. The recommendation for this dates from 1996."
1349,"Al parecer, según mis noticias, el pasado mes de enero la DG Pesca envió una nota a la DG Comercio, y ésta se encuentra ya haciendo los trabajos preparatorios.","Apparently, according to my information, the Fisheries Directorate-General sent a note last January to the Trade Directorate-General which is still on the preparatory work."
1350,"Pero cuatro años para hacer efectiva la prohibición de importaciones de países conocidos por favorecer los pabellones de conveniencia es un plazo totalmente intolerable, señor Comisario.",Four years to apply this ban on imports from countries known to favour flags of convenience is absolutely unacceptable.
1351,"Hemos oído las explicaciones de la Comisión sobre el largo proceso interno que significa hacer una transposición, y la imagen que nos ha quedado es la de una burocracia exasperante.",We have listened to the Commission' s explanations about the long internal process involved in transposing legislation. This has simply left us with an image of an exasperating bureaucracy.
1352,"En cuanto a la única propuesta para agilizar lo que hay en este momento sobre la mesa, por la que se aparta del procedimiento al Consejo y al Parlamento, albergo ciertas dudas.",Yet I have my doubts about the only proposal currently on the table to improve this process which would involve doing away with the Council and Parliament procedure.
1353,"En cualquier caso, es evidente que debemos encontrar ya una solución al problema, bien en el marco del informe de la Comisión sobre las organizaciones regionales de pesca o bien, si es posible, cuanto antes.","It is clear that we must find a solution to this problem, either at the time of the Commission report on regional fisheries organisations or, if possible, before then."
1354,"Señor Presidente, señor Comisario, Señorías, el informe del colega Gallagher sobre la cuarta modificación del Reglamento de medidas técnicas no ha tenido enmiendas en nuestra comisión, se ha aprobado por unanimidad y felicito al Sr. Gallagher.","Mr President, Commissioner, ladies and gentlemen, Mr Gallagher' s report on the fourth amendment of the Regulation on technical measures was not amended in our committee. It was actually approved unanimously for which I congratulate the rapporteur."
1355,"Ello revela además que, en nuestra comisión, existe un gran espíritu de consenso cuando se trata de apoyar medidas que tienden a la protección de las especies, como es el caso que nos ocupa, el de los túnidos.","This also shows that our committee is in total agreement when it comes to supporting measures which aim to protect species, such as tuna in this case."
1356,"Decisiones, por cierto, que la Comisión debe defender en CICAA, para lo que nuestra comisión ha reclamado ser consultada previamente, así como estar representada en las reuniones como observadora, para un mayor y mejor control y el refuerzo del papel del Parlamento Europeo.",These decisions must be defended by the Commission in ICCAT. This is why our committee asked to be consulted in advance and to be represented at the meetings as an observer in order to ensure greater and better control and to reinforce the European Parliament' s role.
1357,"Me alegro mucho, señor Fischler, de que la Comisión haya respondido favorablemente a nuestra petición en el último y constructivo debate que hemos tenido sobre esta materia, y que nos haya solicitado ya comparecer en la próxima reunión que tendremos en este mes de marzo para informarnos de la reunión venidera y preparatoria del CICAA.","Mr Fischler, I am delighted that the Commission responded favourably to our request in the last and constructive debate which we had on this issue and has asked to attend our next meeting this month to inform us about the future preparatory ICCAT meeting."
1358,"Las críticas de nuestro ponente en este punto son también, por tanto, atendidas",Our rapporteur' s criticisms on this point have also therefore been heeded.
1359,"Quiero llamar la atención sobre la opinión vertida en el informe acerca de que en 1975 se recomendó que el tamaño del atún rojo fuese de un límite mínimo de 6,4 kilos, con un margen de tolerancia del 15% en el número de capturas para todo el Atlántico.","I must highlight the part of the report which states that, in 1975, with regard to the size of bluefin tuna, a minimum limit of 6.4 kg with a 15% tolerance in the number of fish was recommended for the entire Atlantic."
1360,"No obstante, de conformidad con el estudio del CPI, la norma que establecía el mínimo de 6,4 no se ha aplicado debidamente en las pescas del Atlántico oriental y del mar Mediterráneo.","However, according to the SCRS study, the regulation establishing the 6.4 kg minimum has been poorly enforced in the East Atlantic and Mediterranean fisheries."
1361,"Los informes del Fondo Mundial para la Naturaleza indican que, según las autoridades aduaneras italianas, francesas y españolas, está aumentando la pesca ilegal del atún rojo, así como el desembarque de peces pequeños.","The WWF reports that, according to Italian, French and Spanish customs authorities, illegal bluefin fishing and landings of small fish are on the increase."
1362,No puedo ni quiero extenderme más. Todos estamos apresurados por el reloj.,I cannot and do not want to go any further as we are pushed for time.
1363,"Señor Presidente, quiero felicitar una vez más a nuestro ponente, el Sr. Gallagher.","However, I must again congratulate our rapporteur, Mr Gallagher."
1364,"Señor Presidente, señor Fischler, señoras y señores diputados, el informe del que he sido ponente se refiere a la importante integración del binomio medio ambiente-pesca, tratada en la reunión ministerial de Bergen.","Mr President, Mr Fischler, my report concerns the vital integration of environmental and fisheries issues, as discussed at the ministerial meeting in Bergen."
1365,"Me preocupa desde siempre, personalmente, esta integración, pues mal servicio haríamos a la pesca y a los pescadores del mañana si no supiéramos poner énfasis en la necesidad de la conservación de los recursos, de la pesca responsable en definitiva.",This integration has always been a priority for me as we would be doing the fisheries and fishermen of the future a disservice if we did not emphasise the need for conservation of resources and responsible fisheries in general.
1366,No hacerlo supondría no sólo para nuestros pescadores y cuidadanos europeos sino -más grave aún- para la humanidad en su conjunto pan para hoy pero hambre para mañana.,"To fail in this respect would mean food for today but hunger for tomorrow, not just for our fishermen and the people of Europe but, more seriously, for humanity as a whole."
1367,"La Política Pesquera Común es teóricamente muy exigente y muy rigurosa en esta materia, tal vez más de lo que mucha gente -muchos europeos y también muchos no europeos- pueda pensar.","The common fisheries policy is theoretically very demanding and very strict in this respect, perhaps more so than most people, both Europeans and non-Europeans, would believe."
1368,"Por esta razón, he pedido a la Comisión Europea que realice una publicación, en la que se haga inventario de todas las medidas de la Política Pesquera Común tendentes a la conservación y protección de los recursos, para que sirva de divulgación de nuestras medidas proteccionistas.",I have therefore asked the European Commission to produce a publication which lists all the measures of the common fisheries policy aimed at conserving and protecting resources. This will serve to publicise our protectionist actions.
1369,"Asimismo, hemos solicitado también a la DG IV de nuestro Parlamento que nos prepare a los miembros de nuestra Comisión de Pesca un estudio sistemático de estas medidas.",We have also asked Parliament' s own DG IV to prepare a systematic study of these measures for the Committee on Fisheries.
1370,"La revisión de la Política Pesquera Común en el 2002 es el reto más grande que tenemos, a fecha fija, para realizar una revisión en profundidad, una modernización -o una puesta al día, si se quiere- de la globalidad de la Política Pesquera Común.","The revision of the common fisheries policy in 2002 is the biggest time-limited challenge facing us. We must completely overhaul, modernise or, if you prefer, update this policy in its entirety."
1371,"Insisto en su globalidad y, por tanto, también en que se contemple la protección de los recursos pesqueros en la Política Pesquera Común.","I would stress that the whole of the CFP must be revised, particularly the part on the protection of fish stocks."
1372,Es ese el sentido de mi petición a la Comisión Europea y a los servicios de nuestro Parlamento.,This is the basis of my request to the European Commission and the services of this House.
1373,"No creo que el estado de los stocks ni el escandaloso sistema actual de los descartes sean un buen ejemplo de la bondad del sistema, que requiere por tanto, a mi juicio, importantes mejoras.","I do not believe that the state of stocks and the current scandalous system of discards are a good example of the policy' s effectiveness which must therefore, in my opinion, be significantly improved."
1374,"No quiero ni puedo extenderme demasiado, somos todos conscientes de lo implacable del reloj, señor Presidente, y también de los horarios de los intérpretes.","I do not want to and cannot go into too much detail, Mr President, given the time constraints and also the interpreters' fees. However, I will just remind you that the meeting in Bergen showed very significantly that a proper policy on the sea must be created."
1375,"Por eso, recordaré que Bergen supone un ejemplo muy importante de lo que debe ser la creación de una verdadera política del mar. Como señaló ante nuestra comisión el Presidente en ejercicio del Consejo, al comunicar que la actual Presidencia portuguesa pretendía que la pesca fuese considerada como una política tendente al mantenimiento de nuestros recursos sostenibles, ése debe ser nuestro objetivo en Europa y en el planeta.",The President-in-Office informed our committee that the current Portuguese presidency intended the CFP to be regarded as a policy for ensuring the sustainability of our resources. This must be our objective in Europe and throughout the world.
