,fr,en
375,"Monsieur le Président, je veux vous remercier, et remercier le Parlement d'avoir donné à la Commission l'occasion de s'exprimer.","I would like to thank you, Mr President, and Parliament, for giving the Commission the opportunity to state its views."
376,"Nous allons maintenant travailler, dans le cadre du budget et des règles actuels, à faire en sorte que les crédits disponibles, que vous avez mis à notre disposition, soient le plus utilement et le plus rapidement utilisés pour faire face aux conséquences de ces catastrophes et apportent une réponse économique, politique et humaine aux familles qui en ont été gravement touchées.","We shall now work, within the framework of the budget and the current rules, to ensure that the available appropriations, which you have made available to us, are used in the most constructive and rapid way, in order to deal with the consequences of these disasters. They must also provide an economic, political and human response to families that have been seriously affected by them."
377,"Monsieur le Président, Monsieur le Commissaire, chers collègues, j'interviens au nom de mon collègue Robert Goebbels qui a dû s'absenter en raison d'une obligation politique.","Mr President, Commissioner, I am speaking on behalf of my fellow Member, Robert Goebbels, who is unable to attend due to a political commitment."
378,"Au sein de la commission économique et monétaire, le rapport Jonckheer a suscité d'âpres controverses autour du fonctionnement du marché.","Within the Committee on Economic and Monetary Affairs, the Jonckheer report has given rise to bitter controversy on the subject of the operation of the market."
379,Une courte majorité de droite a réussi à éliminer toute référence aux défaillances du marché.,A slim right-wing majority succeeded in removing any reference to market failures.
380,"Si notre Parlement devait suivre majoritairement cette conception ultralibérale d'un marché soi-disant parfait, le monde ne changerait pas pour autant.","Even if the majority in this House were to adhere to this ultraliberal idea of a supposedly perfect market, it would not make any difference to the real world."
381,Les rapports économiques dans le monde réel démontrent à suffisance que l'élimination de toute intervention publique dans le marché ne produit nullement une concurrence parfaite et une allocation optimale des ressources.,Economic relationships in the real world adequately demonstrate that eliminating all public intervention in the market does not in any way bring about perfect competition and the optimum distribution of resources.
382,"Si le marché a été depuis la nuit des temps le lieu d'échange privilégié des humains, il n'a jamais été parfait.","While, since the dawn of time, the market has been the key forum for human interchange, it has never been perfect."
383,Le marché privilégie le court terme et les gains immédiats.,The market favours the short term and immediate profits.
384,"Sur le marché, les rapports de force entre l'offre et la demande sont généralement en défaveur des plus faibles, les consommateurs, et les travailleurs.","On the market, the balance of power between supply and demand are generally to the detriment of the weakest parties, consumers and workers."
385,"Le marché, pour fonctionner, a besoin de règles.","In order to function, the market needs rules."
386,L'esprit d'initiative nécessaire et précieux doit avoir comme corollaire le sens des responsabilités devant la société.,The necessary and valuable spirit of initiative must be offset by a sense of responsibility towards society.
387,"Nous, socialistes européens, sommes en faveur d'une économie de marché à finalité sociale.",We European Socialists are in favour of a market economy with a social purpose.
388,Le marché n'est pas une fin en soi ; il doit servir l'amélioration de la condition humaine.,The market is not an end in itself; it must help to improve the human condition.
389,"L'Union européenne, les États, ne doivent pas se substituer aux acteurs économiques, mais les pouvoirs publics doivent définir les règles et les objectifs permettant à l'économie de se développer de façon durable.","The European Union or individual States must not take over from economic operators, but public authorities must define the rules and objectives which enable the economy to develop in a sustainable fashion."
390,"Finalement, les aides peuvent permettre des restructurations, offrir une formation, sauver des emplois et donc du savoir-faire.","Finally, aid can enable restructuring, offer training, save jobs and thus know-how."
391,La politique de concurrence de l'Union ne peut pas avoir comme objectif principal de réduire le niveau global des aides.,The main objective of the Union' s competition policy cannot be to reduce the overall level of aid.
392,"Il faut orienter ces aides sur les objectifs de l'Union, notamment la cohésion économique et sociale, le développement durable, la recherche.","This aid must be aligned with the objectives of the Union, particularly economic and social cohesion, sustainable development and research."
393,La Commission doit traquer les aides illégales et celles qui entravent réellement le marché intérieur.,The Commission must track down the illegal aid and the aid which actually hinders the internal market.
394,Écarter toute aide publique serait une grave erreur.,It would be a serious mistake to eliminate all public aid.
395,"L'Internet n'est pas un produit du marché, mais le résultat de la recherche financée par l'armée américaine.","The Internet is not a product of the market, but the result of research financed by the American army."
396,"Le World Wide Web, qui a permis le développement fulgurant de la société d'information, a été élaboré par le CERN de Genève avec de nouveau des aides publiques.","The World Wide Web, which has enabled the meteoric development of the information society, was developed by CERN in Geneva, once again with public aid."
397,Le sauvetage du groupe Holzmann par le gouvernement allemand a été critiqué comme une entrave injustifiable à l'économie de marché.,The German Government' s intervention to save the Holzmann group was criticised as an unjustifiable constraint upon the market economy.
398,"Le président Duisenberg a même tenté d'attribuer la faiblesse, d'ailleurs toute relative, de l'euro face au dollar à cet interventionnisme étatique.","President Duisenberg even attempted to attribute the weakness, the entirely relative weakness of the euro in relation to the dollar to this state interventionism."
399,Je n'ai pas entendu M. Duisenberg critiquer le sauvetage du Hedge Fund LTCM par les autorités monétaires américaines.,"I did not hear Mr Duisenberg criticising the intervention of the American monetary authorities to save the hedge fund, LTCM."
400,"Vouloir sauver 60 000 emplois, c'est apparemment un péché contre le marché, mais le sauvetage de capitaux ne semble pas poser de problèmes aux avocats du marché libre.","Wishing to save 60 000 jobs is, apparently, a sin against the market, but saving capital does not seem to present any problem for the advocates of the free market."
401,"L'argent public est mobilisé pour réparer les dégâts de la spéculation internationale, comme cela a été le cas au Mexique, en Asie et au Brésil.","Public monies are used in order to repair the damage caused by international speculation, as was the case in Mexico, Asia and Brazil."
402,"Par contre, le travail des humains est considéré comme simple facteur d'ajustement.","Human labour, on the other hand, is considered to be a simple factor in the equation."
403,"Nous, socialistes, nous refusons cet angélisme libéral.",We Socialists reject the liberals' naïve optimism on this point.
404,Nous voulons une vraie culture de la concurrence en Europe.,We want a true culture of competition in Europe.
405,La main des États doit rester visible pour encadrer le marché et la Commission doit en être l'arbitre.,The state hand must still be clearly seen to regulate the market and the Commission must act as judge.
406,"Monsieur le Président, Monsieur le Commissaire, nous avons à répondre à deux questions simplement.","Mr President, Commissioner, there are just two questions which must be answered."
407,Les aides de l' État aux entreprises ou les accords interentreprises sont-ils légitimes dans une économie de marché et qui doit contrôler ces exceptions aux règles absolues de l' économie de marché ?,"Are state aid to business or inter-company agreements legitimate in a market economy, and who must supervise these exceptions to the absolute rules of the market economy?"
408,"Sur le premier point, nous disons très clairement que, pour prendre en considération les exigences du développement soutenable auxquelles a souscrit l' Union européenne, il est indispensable que, dans certains cas, il y ait des aides de l' État aux entreprises, que ce soit sous forme de dispenses d' impôts, de fiscalité différenciée ou carrément d' aides directes.","Regarding the first point, we say quite clearly that, in order to take into consideration the requirements of sustainable development which the European Union has endorsed, it is essential that, in some instances, there is state aid to businesses, be it in the form of tax exemptions, special taxation or even direct aid."
409,"Il est également légitime qu' il puisse y avoir des accords interentreprises, des accords d' autolimitation, tous ces accords permettant de diminuer les effets pervers de la concurrence sur les exigences sociales ou les exigences écologiques.","It is also legitimate for there to be inter-company agreements and voluntary restraint agreements, since all these agreements make it possible to reduce the detrimental effects of competition on social or ecological requirements."
410,"Donc, nous répondons très clairement, oui, il est légitime qu' il y ait des aides, qu' il puisse y avoir des accords, mais nous disons que chacun de ces accords doit être explicitement soumis à une argumentation.","So our clear response is that, yes, such aid and such agreements are legitimate, but we say that every single one of these agreements must be expressly justified."
411,Le rapport von Wogau propose de renvoyer le contrôle de cette légitimité à l' échelon national.,The von Wogau report proposes referring supervision of the legitimacy of individual cases to national level.
412,"Cela nous paraît relativement dangereux, mais nous le voterons tout de même car nous reconnaissons que la Commission ne peut tout faire.","We feel this is relatively dangerous, but all the same we shall vote in favour of it because we recognise that the Commission cannot do everything."
413,Nous demandons que la plus grande transparence soit de mise et qu' un plus grand pouvoir d' investigation soit donné à la Commission pour vérifier a posteriori la légitimité de ces exceptions.,We demand that the greatest possible transparency should be in place and that greater powers of investigation be granted to the Commission in order to check the legitimacy of such exceptions after the fact.
414,"Monsieur le Président, Monsieur le Commissaire, au cours de cette année charnière, avant le passage à la monnaie unique, la Commission a déployé tous ses efforts afin que l'euro puisse naître dans un environnement favorable.","Mr President, Commissioner, in the course of this pivotal year, prior to the changeover to the single currency, the Commission has deployed every effort to ensure the birth of the euro in a favourable environment."
415,"La politique de la concurrence a, dans le cadre de ces moyens, contribué à cet événement.","The competition policy has, as far as these resources permitted, contributed to this event."
416,"Nous restons pour notre part fermement opposés à la monnaie unique qui, loin de nous apporter des avantages et la souplesse d'une monnaie commune, nous enferme dans un carcan artificiel, et imposé aux peuples d'Europe.","For our part, we remain staunchly opposed to the single currency which, far from bringing us the advantages and flexibility of a shared currency, imprisons us in an artificial straitjacket, which has been imposed on the peoples of Europe."
417,"Ceci étant dit, gouverner, c'est prévoir, c'est aussi être responsable, et dans ce contexte nouveau, imposé, le droit de la concurrence a naturellement un rôle essentiel à jouer.","Having said that, governing means planning. It also means being responsible and, in this new context which has been forced upon us, competition law naturally has an essential role to play."
418,"La Commission, dans ce domaine, a privilégié plusieurs axes d'action : en agissant sur la structure des marchés par la poursuite active des pratiques anticoncurrentielles, en recentrant l'activité de contrôle de ses services vers les seules affaires présentant un intérêt communautaire manifeste et en marquant sa volonté de modernisation du droit de la concurrence.","In this area, the Commission has given priority to a number of routes of action: acting on the structure of markets by actively combating anti-competitive practices, by refocusing its departments' supervisory activities only upon matters with a manifest Community interest and by affirming its intention to modernise competition law."
419,"Pour ce qui concerne les aides d'État, il faut veiller à ce que le dispositif ne soit pas alourdi et l'introduction d'un registre public, dans lequel toutes les aides seraient consignées, ne nous paraît pas souhaitable, car cette lourde obligation irait tout naturellement à l'encontre des tentatives d'allégement des contraintes bureaucratiques.","As regards state aid, it is essential to ensure that regulations are not made more complex, and the introduction of a public register, where all aid would be recorded, does not seem advisable to us since this onerous commitment would quite naturally run counter to the attempts to simplify bureaucratic constraints."
420,"Enfin, à propos de la modernisation de l'application des articles 85 et 86 du Traité, nous ne pensons pas qu'une application décentralisée aille nécessairement dans le bon sens.","Finally, on the subject of modernising the implementation of Articles 85 and 86 of the Treaty, we do not think that decentralised application would necessarily be going in the right direction."
421,"En effet, la Commission conserve non seulement le pouvoir de soustraire une affaire à la compétence des autorités nationales, mais il est fait clairement obligation aux juridictions nationales d'éviter tout conflit avec les décisions de la Commission.","The Commission is, in fact, retaining not only the power to take matters out of the jurisdiction of national authorities, but clearly obliging the national jurisdictions to avoid disputing the decisions of the Commission at all."
422,Les États nationaux deviendraient ainsi le bras séculier de la Commission pour le respect de l'application de règles dont ils n'ont pas la maîtrise.,National states would thus become the secular arm of the Commission regarding observance of the application of rules which they do not control.
423,"En conclusion, je dirai que si certaines mesures vont dans le bon sens, nous resterons naturellement vigilants afin d'éviter un engrenage fédéraliste qui se ferait au détriment de l'Europe et de la souveraineté des États.","In conclusion, I would say that while some measures are heading in the right direction, we shall of course remain vigilant in order to prevent the snowballing of Federalism which, if it were realised, would be to the detriment of Europe and the sovereignty of the states."
424,"Monsieur le Président, chers collègues, dans cet important débat sur la concurrence, je m' exprime ce matin, plus particulièrement, sur le texte de M. Langen relatif au code des aides à la sidérurgie.","Mr President, in this important debate on competition, I am speaking this morning with particular reference to Mr Langen' s document on the Steel Aid Code."
425,"Comme la Cour de justice l' a reconnu en 1996, le secteur sidérurgique est particulièrement sensible aux perturbations concurrentielles.","As the Court of Justice recognised in 1996, the steel industry is particularly sensitive to competition-related disturbances."
426,"J' avais d' ailleurs conclu en ce sens, il y a quelques années, un rapport que j' avais fait sur les forces et les faiblesses de la sidérurgie européenne.","Indeed, several years ago, this was the conclusion of a report that I compiled on the strengths and weaknesses of the European steel sector."
427,C' est pourquoi il était légitime d' instaurer un système d' aides à ce secteur ayant pour objet de garantir la survie des entreprises performantes et cela même s' il y a une contradiction avec l' article 4 du traité CECA.,"This is why it was justifiable to set up a system of aid to this sector with the aim of ensuring the survival of successful businesses, even if this was in contradiction of Article 4 of the ECSC Treaty."
428,"Tel est, en effet, l' objet du sixième code des aides à l' industrie sidérurgique, mais, dans le même temps, il importe d' éviter toutes les atteintes aux conditions de concurrence et toute perturbation grave des marchés, d' où l' importance de réglementer ces aides.","This indeed, is the aim of the sixth Steel Aid Code, but at the same time it is important to avoid any infringement of the conditions of competition and any serious disturbance of the markets, hence the importance of regulating such aid."
429,"Il est donc nécessaire de continuer à limiter les aides d' État aux aides à la recherche, au développement, à la protection de l' environnement et aux cas de fermeture d' entreprises.","It is therefore necessary to continue to limit state aid for research, development, environmental protection and cases of company closure."
430,"Dans le même ordre d' idées, il est primordial que les États membres s' acquittent de leur obligation de rendre compte à la Commission des aides octroyées en faveur de leurs entreprises sidérurgiques.","In the same category of ideas, it is essential that Member States fulfil their obligation to be accountable to the Commission for the aid granted to their steel companies."
431,La Commission suggère des délais plus courts.,The Commission suggests shorter deadlines.
432,J' approuve cette demande.,I agree with this request.
433,"Comme le rapporteur, si je me félicite du rapport de la Commission, je déplore néanmoins qu' il ne couvre pas tous les aspects des aides.","Like the rapporteur, while I am pleased with the Commission report, nonetheless I deplore the fact that it does not cover all aspects of the aid."
434,"Bien que le code des aides à la sidérurgie soit formulé de manière très claire, la Commission a autorisé l' octroi à des entreprises sidérurgiques d' aides qui ne relèvent pas des catégories visées par le code.","Although the Steel Aid Code is expressed in a very clear way, the Commission has authorised granting steel companies aid which is not covered by the categories stipulated by the Code."
435,"Dans un souci d' égalité, soit il faut appliquer le code, soit il faut le modifier.","In the interests of equality, either the Code must be applied or it must be modified."
436,"Enfin et pour terminer, Monsieur le Président, avec l' expiration du traité CECA, il faudra revoir les règles car je pense que le système d' aides devra perdurer au-delà de 2002 et je suis dès lors favorable à un règlement du Conseil qui garantira une sécurité dans ce domaine.","Finally, and in conclusion, Mr President, with the expiry of the ECSC Treaty, the regulations will have to be reviewed since I think that the aid system will have to continue beyond 2002, and in that case I am in favour of a Council regulation which will ensure security in this area."
437,"Nous attendons donc, j' attends des propositions de la Commission européenne dans ce sens.","We therefore await, and I await, the European Commission' s proposals on this matter."
438,"Le rapport de la Commission confirme que, l'Allemagne mise à part, les aides de l'État aux entreprises s'accroissent.","The Commission report confirms that, with the exception of Germany, state aid to businesses is increasing."
439,Cela n'inquiète la Commission que du point de vue des conditions de concurrence.,The Commission finds this worrying only from the point of view of the conditions of competition.
440,"Pour notre part, nous nous plaçons du point de vue de l'intérêt des classes laborieuses.","As far as we are concerned, we look at things from the point of view of the interests of the working classes."
441,La société ne gagne rien à ces énormes transferts de fonds publics vers des entreprises privées.,Society gains nothing from these massive transfers of public funds to private business.
442,"Regardez l'automobile, où des subventions et les aides diverses des États ont augmenté de 24 % pendant la période de référence.","Take, for example, the car manufacturing sector, where subsidies and state aid of various sorts have increased by 24% during the reference period."
443,Pour quoi faire ?,With what aim?
444,Ce n'est pas pour préserver les emplois.,Not to save jobs.
445,"Toutes ces entreprises ont procédé à des suppressions d'emplois, voire à des licenciements.",All these firms have gone ahead with job cuts and even redundancies.
446,"Ce n'est pas pour améliorer les conditions de travail, car en faisant produire plus avec moins d'ouvriers, les conditions de travail s'aggravent.","Not to improve working conditions, for in increasing production with fewer workers, working conditions are made worse."
447,Ces entreprises avaient-elles besoin de l'aide des États pour survivre ?,Did these firms need state aid to survive?
448,"Non, les entreprises automobiles encaissent des profits colossaux depuis des années.","No, car manufacturers have been making colossal profits for years."
449,"Les aides de l'État ne sont pas seulement perverses, parce que, comme le reconnaît le rapport Jonckheer, elles conduisent à une chasse aux subventions par délocalisations d'un pays à l'autre, elles sont inacceptables parce qu'elles consacrent l'argent public à l'enrichissement d'une poignée d'actionnaires privés.","State aid is not only counterproductive because, as the Jonckheer report acknowledges, it gives rise to subsidy hunting with firms relocating from one country to another, but it is unacceptable because it allocates public monies to the enrichment of a handful of private shareholders."
450,"C'est parce que partout on favorise les plus riches avec l'argent de l'État que partout en Europe on diminue la protection sociale, on abandonne les services publics, on ferme les hôpitaux.","It is because the richest people are being favoured everywhere with state money that throughout Europe social protection is being reduced, public services are being abandoned, hospitals are being closed."
451,"Le sens de mon vote contre le rapport Jonckheer est d'affirmer la nécessité d'une autre politique, c'est-à-dire l'arrêt de toute aide aux entreprises privées et l'utilisation de l'argent ainsi économisé pour développer les services publics et y embaucher du personnel.","In voting against the Jonckheer report, I wish to assert the need for another policy, to wit, ceasing all aid to private firms and utilising the money thereby saved to develop public services and recruit staff."
452,"Monsieur le Président, le rapport de Mme Theato sur la protection des intérêts financiers de l'Union européenne, propose notamment, dans un premier temps, de centraliser les poursuites pénales par la création d'un procureur européen.","Mr President, Mrs Theato' s report on the protection of the European Union' s financial interests proposes centralising criminal proceedings by initially creating a European Public Prosecutor."
453,"Cette proposition est profondément opposée à l'esprit du système actuel, dans lequel le droit pénal et la procédure pénale qui sont au cur des systèmes juridiques nationaux, doivent relever de la souveraineté de chaque peuple et du ressort exclusif de chaque État.",This proposal is radically opposed to the spirit of the current system in which the criminal law and criminal proceedings that lie at the heart of the national legal systems must come under the sovereignty of each nation and lie within the exclusive competence of each state.
454,"Or, l'idée d'un procureur européen vise au contraire à cantonner à terme les États dans un rôle subordonné sur ces sujets.","But the idea of a European Public Prosecutor, on the other hand, aims in the long term to confine the national states to a subordinate role in these matters."
455,"De plus, cette proposition enclencherait un enchaînement de réformes absolument imprévisible.","Moreover, this proposal is liable to set off a chain reaction of totally unforeseen reforms."
456,"En effet, selon le rapport Theato, le procureur européen serait nécessaire, notamment pour mieux encadrer les enquêtes de l'Office de lutte anti-fraude, l'OLAF.","According to the Theato report, the European Public Prosecutor is needed, in particular, in order to better support the inquiries of the anti-fraud office, OLAF."
457,"Mais on apprend parallèlement, dans le rapport Van Hulten qui est discuté aujourd'hui, que le procureur européen devrait être lui-même surveillé par un tribunal de l'Union européenne.","At the same time, however, we see from the van Hulten report under discussion today that the European Public Prosecutor should in turn be supervised by a European Union court."
458,C'est ainsi qu'une petite réforme européenne peut en cacher une moyenne et une moyenne peut en cacher une grande.,"In this way, a small European reform may hide a medium-sized one, and a medium-sized one may hide a large one."
459,"Sans compter que la grande peut, à son tour, en cacher une géante, puisqu'on verra bientôt proposer un droit pénal européen et pourquoi pas ensuite, un ministre de la justice européen, contrôlé par une extension des pouvoirs du Parlement européen.","Not to mention that the large one may hide a gigantic one, as the very next thing we will see is a proposal for a European criminal law and then, why not a European Minister of Justice, supervised by an extension of the powers of the European Parliament?"
460,"Je crois donc qu'il faut bien réfléchir à l'équilibre des pouvoirs que l'on risque de bouleverser, en présentant ce genre de réforme apparemment ponctuelle.","I therefore feel we must carefully consider the balance of power that we are in danger of upsetting if we put forward this type of reform, which appears to be quite specific."
461,"Il nous apparaît finalement que des propositions comme celle du procureur européen manifestent l'incapacité à imaginer l'Europe autrement que sous forme pyramidale et centralisée, organisée autour d'un super-État.","In the final analysis, we feel that proposals such as the proposal for a European Public Prosecutor demonstrate an inability to conceive of a Europe in anything other than a centralised and hierarchical form, organised around a superstate."
462,Le groupe Europe des nations veut au contraire une Europe polycentrique associant les nations en réseau.,"The Union for a Europe of Nations Group, on the other hand, wishes to see a polycentric Europe with nations linked in a network."
463,"Et le réseau pourrait se traduire, par exemple, par une meilleure coordination entre les parquets nationaux, avec la création, éventuellement, de formations nationales spécialisées dans les infractions au détriment des finances communautaires.","And such a network could take the form of improved coordination between national public prosecution authorities, for example, and the creation, if necessary, of national teams specialising in offences involving Community finances."
464,"Le cadre juridique, Monsieur le Président, existe donc déjà.","So the legal framework, Mr President, is already in place."
465,Il est bon dans son principe.,"It is fine, in principle."
466,Il faut seulement le perfectionner.,It need only be fine-tuned.
467,"Monsieur le Président, Mme Theato nous propose une révolution institutionnelle pour un double motif.","Mr President, Mrs Theato is proposing institutional revolution for a twofold reason."
468,"L'opinion publique, qui serait indifférente à vingt millions de chômeurs et à des milliers de vaches folles, serait inquiète à cause de la fraude qui mettrait en danger les intérêts des finances et ces deux motifs justifieraient un double dispositif : un code pénal européen avec des délits anticommunautaires et un procureur général européen.","Public opinion, although indifferent to 20 million unemployed and thousands of mad cows, is now supposed to be worried about the fraud endangering financial interests and these two reasons are supposed to justify a twofold solution: a European criminal code with crimes against the Community and a European Prosecutor-General."
469,"Mme Theato a d'ailleurs oublié, probablement, une prison européenne, étant entendu que le FBI, la police européenne, existe, avec l'OLAF.","Mrs Theato probably forgot to include a European prison now that we have the FBI, the European police, in the form of OLAF."
470,"Le tout serait institué par deux règlements, un pour le procureur, un pour le code pénal, règlements pris sur la base de l'article 280 du Traité, c'est-à-dire à partir du droit dérivé, puisque le propre du droit dérivé, c'est de permettre toutes les dérives.","All this would be established by two regulations, one for the Public Prosecutor and another for the criminal code. The regulations would be adopted pursuant to Article 280 of the Treaty, i.e. based on secondary law, whose characteristic feature is that it makes any sort of secondary shift of emphasis possible."
471,"Effectivement, il y a une double dérive.",And indeed there is a twofold shift.
472,"D'abord, la dérive idéologique classique, eurofédéraliste, un marché unique, une TVA unique, une diplomatie unique, une armée unique, et maintenant un droit pénal unique et un procureur unique.","Firstly, the classic Eurofederalist ideological shift, a single market, a single VAT, a single diplomatic service, a single army and now a single criminal code and a single public prosecutor."
473,"Le tout pour lutter contre une fraude inférieure à un milliard d'euros, alors qu'on laisse passer des dizaines de milliards d'euros à cause des SPG, des zones de libre-échange, des cadeaux douaniers à Chiquita et des milliards perdus sur la quatrième ressource, le PIB, résultant du pacte de rationnement budgétaire.","All this to combat fraud worth less than EUR 1 billion, while disregarding the tens of billions of euros lost due to the Generalised System of Preferences, free trade areas, customs presents to Chiquita and the billions lost to the fourth resource, GDP, as a result of the budgetary rationing pact."
474,"Ensuite vient la dérive puritaine : l'Europe allemande du Nord, l'Europe luthérienne, calviniste, quaker, veut nous imposer son ordre moral.","Next we have the Puritan shift: the Teutonic Europe of the North, the Europe of the Lutherans, Calvinists and Quakers, wishes to inflict its moral order on us."
475,"Au fond, plus on se relâche sur les murs, et plus on se resserre sur le portefeuille.","Basically, the more we lose our grip on morals, the more we tighten our grip on our wallet."
476,L' Union européenne se finance apparemment avec quatre ressources propres.,. The European Union is apparently financed through four own resources.
477,"En fait, le budget européen s' alimente à la TVA et au prélèvement sur le PIB surtout depuis que l' abandon de la préférence communautaire et la multiplication des zones de libre échange ont fait effondrer les droits de douane et le prélèvement agricole commun, déjà amputés par les SPG.","The European budget is effectively sourced from VAT and on the basis of GDP, especially now that the Community preference system has been abandoned and the multiplication of free trade areas has put paid to customs duties and the common agricultural levy, which had already been cut back drastically by the Generalised System of Preferences."
478,"Dès lors, les fraudes à la TVA communautaire et les distorsions dans le calcul du PIB, base imposable de la quatrième ressource, affectent, dans des proportions sensibles, les rendements et la justice des ressources communautaires.","Since then, Community VAT fraud and distortions in the calculation of GDP, the taxable basis for the fourth resource, have had a perceptible effect on the yield and justice of Community resources."
479,"Dès lors aussi, l' Europe à prétention fédérale se finance plus que jamais comme la banale organisation intergouvernementale qu' elle est, mais qu' elle refuse d' être.","Since then, of course, this Europe with pretensions to federalism is now more than ever financed like the commonplace intergovernmental organisation it actually is, but which it refuses to see itself as."
480,On le voit bien dans le règlement qui nous est soumis.,This can be clearly seen in the regulation before us.
481,"On s' y préoccupe de ""comptabilisation des ressources propres"" de leur ""mise à disposition"" ou du ""contrôle"" des montants des droits constatés mis à la disposition de la Commission.","It shows a concern with the accounting involving own resources, the process of making them available or with the monitoring of declared amounts made available to the Commission."
482,"D' ailleurs, le nouveau comité consultatif créé est composé de représentants des États membres contribuables.","Furthermore, the new Advisory Committee that has been created is made up of representatives of the taxpaying Member States."
483,"On est loin des dérives sur le ""droit pénal communautaire"", le ""procureur général communautaire"" ou la police communautaire, avec l' OLAF.","This is a long way from offshoots such as the ""Community criminal code"" , the ""European Public Prosecutor"" or a European police force, with OLAF."
484,"Ici, il n' y a pas encore d' impôt fédéral européen.",There is as yet no federal European tax.
485,"Mais il est vrai que l' Europe à 25 voudra un impôt sur le revenu européen, à moins qu' il ne soit sur les bénéfices, ou que la taxation du CO2 finance ce budget 2025.","All the same, a Europe with 25 members will be wanting a European tax on income, if not on profits, or the tax on CO2 to finance the budget for 2025."
486,Rapport Koch (A5-0105/1999),Koch Report (A5-0105/1999)
487,C'est avec grande satisfaction que j'accueille ce rapport relatif à une meilleure harmonisation dans la formation des conseillers à la sécurité pour le transport de marchandises dangereuses.,- It is with great satisfaction that I welcome this report on improved harmonisation in the training of safety advisers for the transport of dangerous goods.
488,"Au cours des dernières années, les transports nationaux et internationaux de marchandises dangereuses ont augmenté considérablement, ce qui a accru les risques d'accidents.","In recent years, the transportation of dangerous goods nationally and internationally has increased considerably, increasing the risk of accidents."
489,Certains d'entre eux étaient dus à une connaissance insuffisante des risques inhérents à ces transports.,Some of these risks were due to an inadequate awareness of the risks inherent in such transportation.
490,"Il s'est donc avéré nécessaire, dans le cadre de la réalisation du marché intérieur, d'adopter des mesures destinées à assurer une meilleure prévention des risques.","It therefore proved necessary, in the context of establishing the internal market, to adopt some measures intended to ensure better risk prevention."
491,La directive 96/35/CE a répondu à cette exigence.,Directive 96/35/EC was a response to this requirement.
492,"Les entreprises de transport de marchandises dangereuses et les entreprises effectuant des opérations de chargement ou de déchargement liées à ce transport se sont en effet vu imposer, à juste titre, le respect de règles en matière de prévention des risques, qu'il s'agisse du transport par route, par rail ou par voie navigable.","Firms involved in the transport of dangerous goods and in the loading and unloading operations related to such transportation have been obliged, quite rightly, to comply with regulations regarding risk prevention, whether road, rail or inland waterway transport is involved."
493,"Pour faciliter la réalisation de cet objectif, la directive 96/35/CE a prévu la désignation de conseillers à la sécurité, pour le transport des marchandises dangereuses, possédant une formation professionnelle appropriée.","In order to facilitate achieving this objective, Directive 96/35/EC provided for the appointment of safety advisers for dangerous goods who would have appropriate professional training."
494,"Cette formation professionnelle des conseillers devait avoir pour objectif la connaissance des dispositions législatives, réglementaires et administratives essentielles applicables à ces transports.","This professional training would be targeted at awareness of the terms of the legislation, regulations and administrative conditions applicable to such transport."
495,"Si, à l'époque, cela a constitué un progrès, l'absence de dispositions spécifiques relatives à l'harmonisation des conditions d'examen s'est révélée problématique.","While this represented significant progress at the time, the lack of specific terms governing the harmonisation of examination requirements proved to be a problem."
496,"Il a donc paru indispensable de combler cette lacune pour parvenir à un niveau élevé et uniforme de formation des conseillers à la sécurité, mais aussi pour éviter une disparité entre les coûts de formation et, par conséquent, une incidence sur la concurrence entre entreprises des États membres.","It therefore seemed essential to make good this omission in order to achieve the standardised, high-level training of safety advisers, but also in order to avoid any disparities between the costs of training, with a concomitant effect on competition between the firms of different Member Sates."
497,La proposition de la Commission vise à assurer une formation uniforme des conseillers à la sécurité.,The Commission proposal seeks to ensure that the training of safety advisers is standardised.
498,Elle délimite le contenu minimal des examens et définit les tâches de l'autorité compétente ainsi que les exigences à remplir par les instances examinatrices.,It outlines the minimum content of examinations and defines the role of the authorising body as well as the requirements demanded of the examining bodies.
499,Notre Parlement s'est montré favorable à ce texte.,Parliament voted in favour of this text.
500,"Il a néanmoins présenté plusieurs amendements dont la plupart ont été retenus dans la position commune du Conseil, notamment en ce qui concerne la nécessité d'élaborer un questionnaire et des déclarations concernant l'autorisation de certains documents dans le cadre ""des spécifications des modalités de l'examen proposées par l'organisme examinateur"".","It did, however, table a number of amendments, most of which were adopted in the Council' s common position, particularly regarding the need to draw up a questionnaire and statements on the authorisation of some document in the context of the 'specification of the examination arrangements proposed by the examination body' ."
501,Je soutiens par ailleurs le report de la date d'application de ces dispositions à trois mois après l'entrée en vigueur de la directive par souci de réalisme.,"In order to be realistic, I further support postponing the date for the application of these conditions until three months after the directive itself comes into force."
502,"Je conclurai en insistant sur le fait qu'une harmonisation de la qualification professionnelle de ces conseillers contribuera à améliorer la qualité du service dans l'intérêt des usagers, à minimiser les risques d'accidents pouvant entraîner une dégradation de l'environnement ainsi que des dommages graves susceptibles de porter atteinte à l'intégrité physique de toute personne pouvant entrer en contact avec des marchandises dangereuses.","I shall conclude by emphasising that harmonising the professional qualifications of advisers will contribute to improving the quality of the service in the interest of users, to minimising the risks of accident likely to cause damage to the environment as well as significant damage liable to be harmful to any person who may come into contact with dangerous goods."
503,Rapport Koch (A5-0104/1999),Koch Report (A5-0104/1999)
